,data,result
55212,"[1, 59, 1]",[-58]
55213,"[95, 95, 1]",[0]
55214,"[22, 37, 0]",[59]
55215,"[37, 18, 1]",[19]
55216,"[41, 73, 0]",[114]
55217,"[25, 84, 0]",[109]
55218,"[21, 37, 0]",[58]
55219,"[44, 38, 1]",[6]
55220,"[32, 43, 2]",[1376]
55221,"[72, 74, 1]",[-2]
55222,"[95, 14, 0]",[109]
55223,"[27, 1, 0]",[28]
55224,"[78, 5, 3]",[15.6]
55225,"[86, 41, 3]",[2.097560975609756]
55226,"[7, 58, 3]",[0.1206896551724138]
55227,"[87, 70, 2]",[6090]
55228,"[70, 20, 0]",[90]
55229,"[62, 13, 1]",[49]
55230,"[45, 20, 0]",[65]
55231,"[27, 25, 2]",[675]
55232,"[100, 29, 3]",[3.4482758620689653]
55233,"[71, 76, 1]",[-5]
55234,"[13, 49, 1]",[-36]
55235,"[10, 28, 0]",[38]
55236,"[42, 47, 1]",[-5]
55237,"[88, 71, 3]",[1.2394366197183098]
55238,"[56, 22, 2]",[1232]
55239,"[58, 98, 2]",[5684]
55240,"[66, 20, 0]",[86]
55241,"[47, 24, 1]",[23]
55242,"[19, 67, 0]",[86]
55243,"[88, 65, 2]",[5720]
55244,"[7, 47, 1]",[-40]
55245,"[20, 34, 0]",[54]
55246,"[12, 17, 2]",[204]
55247,"[18, 64, 3]",[0.28125]
55248,"[2, 47, 2]",[94]
55249,"[100, 80, 3]",[1.25]
55250,"[15, 50, 3]",[0.3]
55251,"[5, 70, 2]",[350]
55252,"[73, 15, 3]",[4.866666666666666]
55253,"[9, 57, 2]",[513]
55254,"[93, 15, 3]",[6.2]
55255,"[63, 32, 2]",[2016]
55256,"[5, 49, 0]",[54]
55257,"[35, 85, 1]",[-50]
55258,"[18, 87, 1]",[-69]
55259,"[7, 68, 3]",[0.10294117647058823]
55260,"[50, 20, 1]",[30]
55261,"[79, 53, 1]",[26]
55262,"[10, 15, 3]",[0.6666666666666666]
55263,"[61, 22, 1]",[39]
55264,"[32, 26, 0]",[58]
55265,"[2, 92, 0]",[94]
55266,"[97, 84, 1]",[13]
55267,"[63, 52, 1]",[11]
55268,"[16, 40, 1]",[-24]
55269,"[23, 98, 1]",[-75]
55270,"[23, 98, 2]",[2254]
55271,"[57, 11, 0]",[68]
55272,"[6, 90, 2]",[540]
55273,"[98, 20, 3]",[4.9]
55274,"[83, 51, 3]",[1.6274509803921569]
55275,"[89, 17, 3]",[5.235294117647059]
55276,"[44, 43, 3]",[1.0232558139534884]
55277,"[15, 47, 1]",[-32]
55278,"[32, 48, 0]",[80]
55279,"[95, 87, 1]",[8]
55280,"[5, 86, 0]",[91]
55281,"[57, 3, 0]",[60]
55282,"[25, 71, 2]",[1775]
55283,"[96, 31, 3]",[3.096774193548387]
55284,"[6, 8, 2]",[48]
55285,"[33, 33, 0]",[66]
55286,"[32, 38, 1]",[-6]
55287,"[49, 97, 0]",[146]
55288,"[27, 95, 2]",[2565]
55289,"[43, 8, 1]",[35]
55290,"[16, 67, 3]",[0.23880597014925373]
55291,"[9, 78, 2]",[702]
55292,"[68, 22, 0]",[90]
55293,"[16, 6, 2]",[96]
55294,"[18, 96, 3]",[0.1875]
55295,"[27, 74, 3]",[0.36486486486486486]
55296,"[77, 69, 3]",[1.1159420289855073]
55297,"[39, 65, 2]",[2535]
55298,"[54, 2, 0]",[56]
55299,"[87, 26, 3]",[3.3461538461538463]
55300,"[93, 78, 1]",[15]
55301,"[32, 39, 2]",[1248]
55302,"[70, 99, 0]",[169]
55303,"[72, 66, 2]",[4752]
55304,"[60, 6, 2]",[360]
55305,"[31, 48, 1]",[-17]
55306,"[89, 39, 3]",[2.282051282051282]
55307,"[34, 48, 1]",[-14]
55308,"[41, 35, 3]",[1.1714285714285715]
55309,"[78, 57, 1]",[21]
55310,"[45, 55, 1]",[-10]
55311,"[4, 100, 2]",[400]
55312,"[82, 2, 1]",[80]
55313,"[35, 1, 3]",[35.0]
55314,"[70, 58, 1]",[12]
55315,"[57, 93, 1]",[-36]
55316,"[15, 87, 1]",[-72]
55317,"[99, 83, 0]",[182]
55318,"[56, 13, 0]",[69]
55319,"[5, 49, 1]",[-44]
55320,"[29, 65, 1]",[-36]
55321,"[64, 14, 2]",[896]
55322,"[84, 82, 1]",[2]
55323,"[60, 10, 0]",[70]
55324,"[73, 60, 0]",[133]
55325,"[100, 81, 1]",[19]
55326,"[35, 59, 2]",[2065]
55327,"[10, 70, 2]",[700]
55328,"[39, 38, 1]",[1]
55329,"[13, 30, 1]",[-17]
55330,"[45, 48, 1]",[-3]
55331,"[57, 48, 1]",[9]
55332,"[12, 21, 0]",[33]
55333,"[6, 18, 2]",[108]
55334,"[26, 35, 1]",[-9]
55335,"[37, 44, 1]",[-7]
55336,"[82, 72, 1]",[10]
55337,"[98, 22, 1]",[76]
55338,"[52, 78, 1]",[-26]
55339,"[18, 6, 3]",[3.0]
55340,"[71, 91, 2]",[6461]
55341,"[38, 41, 1]",[-3]
55342,"[85, 32, 1]",[53]
55343,"[33, 88, 2]",[2904]
55344,"[71, 4, 0]",[75]
55345,"[11, 69, 0]",[80]
55346,"[72, 25, 0]",[97]
55347,"[35, 68, 2]",[2380]
55348,"[11, 20, 3]",[0.55]
55349,"[42, 81, 1]",[-39]
55350,"[78, 45, 2]",[3510]
55351,"[46, 16, 2]",[736]
55352,"[63, 0, 2]",[0]
55353,"[13, 23, 1]",[-10]
55354,"[98, 76, 2]",[7448]
55355,"[26, 29, 0]",[55]
55356,"[42, 37, 0]",[79]
55357,"[21, 35, 0]",[56]
55358,"[89, 20, 2]",[1780]
55359,"[80, 41, 2]",[3280]
55360,"[10, 82, 2]",[820]
55361,"[78, 77, 2]",[6006]
55362,"[19, 6, 1]",[13]
55363,"[31, 58, 0]",[89]
55364,"[89, 26, 3]",[3.423076923076923]
55365,"[32, 68, 0]",[100]
55366,"[90, 14, 2]",[1260]
55367,"[60, 37, 1]",[23]
55368,"[47, 23, 3]",[2.0434782608695654]
55369,"[58, 45, 2]",[2610]
55370,"[47, 49, 1]",[-2]
55371,"[80, 42, 1]",[38]
55372,"[18, 70, 1]",[-52]
55373,"[75, 20, 3]",[3.75]
55374,"[27, 95, 2]",[2565]
55375,"[62, 18, 3]",[3.4444444444444446]
55376,"[28, 75, 1]",[-47]
55377,"[39, 59, 2]",[2301]
55378,"[75, 54, 0]",[129]
55379,"[81, 21, 3]",[3.857142857142857]
55380,"[47, 26, 0]",[73]
55381,"[80, 58, 2]",[4640]
55382,"[96, 14, 2]",[1344]
55383,"[79, 92, 0]",[171]
55384,"[27, 34, 1]",[-7]
55385,"[24, 11, 2]",[264]
55386,"[73, 53, 1]",[20]
55387,"[78, 94, 2]",[7332]
55388,"[51, 24, 2]",[1224]
55389,"[87, 70, 1]",[17]
55390,"[72, 76, 1]",[-4]
55391,"[37, 2, 3]",[18.5]
55392,"[56, 1, 1]",[55]
55393,"[95, 65, 0]",[160]
55394,"[79, 41, 2]",[3239]
55395,"[39, 68, 0]",[107]
55396,"[8, 70, 0]",[78]
55397,"[70, 50, 2]",[3500]
55398,"[93, 2, 0]",[95]
55399,"[9, 27, 1]",[-18]
55400,"[65, 38, 2]",[2470]
55401,"[85, 33, 0]",[118]
55402,"[4, 36, 3]",[0.1111111111111111]
55403,"[41, 76, 2]",[3116]
55404,"[5, 84, 0]",[89]
55405,"[38, 10, 3]",[3.8]
55406,"[85, 14, 2]",[1190]
55407,"[41, 79, 2]",[3239]
55408,"[90, 33, 1]",[57]
55409,"[55, 19, 3]",[2.8947368421052633]
55410,"[48, 68, 1]",[-20]
55411,"[21, 38, 0]",[59]
55412,"[14, 9, 2]",[126]
55413,"[39, 21, 1]",[18]
55414,"[26, 92, 2]",[2392]
55415,"[40, 14, 3]",[2.857142857142857]
55416,"[88, 57, 3]",[1.543859649122807]
55417,"[29, 74, 0]",[103]
55418,"[76, 30, 0]",[106]
55419,"[3, 61, 2]",[183]
55420,"[99, 95, 2]",[9405]
55421,"[21, 48, 1]",[-27]
55422,"[57, 4, 3]",[14.25]
55423,"[29, 12, 2]",[348]
55424,"[37, 35, 2]",[1295]
55425,"[78, 83, 0]",[161]
55426,"[91, 0, 1]",[91]
55427,"[31, 49, 1]",[-18]
55428,"[73, 57, 0]",[130]
55429,"[53, 70, 2]",[3710]
55430,"[81, 27, 1]",[54]
55431,"[35, 39, 2]",[1365]
55432,"[76, 13, 1]",[63]
55433,"[12, 45, 1]",[-33]
55434,"[97, 90, 3]",[1.0777777777777777]
55435,"[11, 54, 3]",[0.2037037037037037]
55436,"[20, 93, 2]",[1860]
55437,"[27, 99, 2]",[2673]
55438,"[94, 50, 0]",[144]
55439,"[46, 69, 2]",[3174]
55440,"[56, 67, 0]",[123]
55441,"[50, 97, 2]",[4850]
55442,"[34, 7, 1]",[27]
55443,"[41, 70, 2]",[2870]
55444,"[38, 94, 0]",[132]
55445,"[48, 42, 0]",[90]
55446,"[33, 33, 3]",[1.0]
55447,"[77, 84, 3]",[0.9166666666666666]
55448,"[84, 61, 3]",[1.3770491803278688]
55449,"[22, 46, 3]",[0.4782608695652174]
55450,"[96, 40, 2]",[3840]
55451,"[70, 70, 3]",[1.0]
55452,"[35, 39, 1]",[-4]
55453,"[3, 24, 2]",[72]
55454,"[13, 61, 2]",[793]
55455,"[49, 31, 2]",[1519]
55456,"[19, 93, 2]",[1767]
55457,"[54, 87, 1]",[-33]
55458,"[75, 80, 1]",[-5]
55459,"[4, 19, 0]",[23]
55460,"[68, 18, 1]",[50]
55461,"[49, 30, 3]",[1.6333333333333333]
55462,"[87, 7, 3]",[12.428571428571429]
55463,"[20, 66, 0]",[86]
55464,"[92, 85, 2]",[7820]
55465,"[53, 60, 3]",[0.8833333333333333]
55466,"[5, 94, 1]",[-89]
55467,"[43, 55, 1]",[-12]
55468,"[29, 18, 1]",[11]
55469,"[21, 23, 1]",[-2]
55470,"[16, 34, 2]",[544]
55471,"[38, 27, 0]",[65]
55472,"[98, 10, 0]",[108]
55473,"[70, 13, 0]",[83]
55474,"[11, 70, 3]",[0.15714285714285714]
55475,"[14, 54, 2]",[756]
55476,"[72, 55, 0]",[127]
55477,"[4, 88, 1]",[-84]
55478,"[60, 89, 3]",[0.6741573033707865]
55479,"[82, 69, 0]",[151]
55480,"[77, 41, 1]",[36]
55481,"[7, 82, 0]",[89]
55482,"[25, 96, 3]",[0.2604166666666667]
55483,"[3, 73, 0]",[76]
55484,"[35, 38, 2]",[1330]
55485,"[38, 19, 0]",[57]
55486,"[45, 15, 1]",[30]
55487,"[59, 23, 3]",[2.5652173913043477]
55488,"[40, 47, 3]",[0.851063829787234]
55489,"[91, 11, 1]",[80]
55490,"[73, 62, 1]",[11]
55491,"[73, 66, 1]",[7]
55492,"[94, 89, 0]",[183]
55493,"[100, 67, 0]",[167]
55494,"[9, 76, 2]",[684]
55495,"[59, 40, 2]",[2360]
55496,"[20, 12, 1]",[8]
55497,"[39, 33, 2]",[1287]
55498,"[63, 28, 3]",[2.25]
55499,"[38, 10, 0]",[48]
55500,"[91, 16, 2]",[1456]
55501,"[5, 65, 1]",[-60]
55502,"[77, 81, 3]",[0.9506172839506173]
55503,"[0, 82, 2]",[0]
55504,"[42, 13, 2]",[546]
55505,"[87, 80, 0]",[167]
55506,"[42, 67, 1]",[-25]
55507,"[27, 36, 0]",[63]
55508,"[0, 41, 2]",[0]
55509,"[6, 98, 1]",[-92]
55510,"[29, 48, 1]",[-19]
55511,"[34, 29, 1]",[5]
55512,"[24, 27, 1]",[-3]
55513,"[49, 7, 1]",[42]
55514,"[6, 63, 2]",[378]
55515,"[52, 94, 2]",[4888]
55516,"[45, 26, 2]",[1170]
55517,"[18, 16, 1]",[2]
55518,"[9, 33, 2]",[297]
55519,"[25, 7, 2]",[175]
55520,"[30, 4, 0]",[34]
55521,"[54, 96, 2]",[5184]
55522,"[20, 42, 0]",[62]
55523,"[89, 15, 2]",[1335]
55524,"[44, 84, 2]",[3696]
55525,"[35, 55, 0]",[90]
55526,"[59, 37, 1]",[22]
55527,"[32, 69, 0]",[101]
55528,"[78, 24, 3]",[3.25]
55529,"[51, 45, 2]",[2295]
55530,"[32, 81, 0]",[113]
55531,"[60, 100, 1]",[-40]
55532,"[35, 23, 1]",[12]
55533,"[3, 6, 1]",[-3]
55534,"[3, 48, 2]",[144]
55535,"[65, 19, 3]",[3.4210526315789473]
55536,"[21, 94, 2]",[1974]
55537,"[19, 83, 1]",[-64]
55538,"[53, 11, 0]",[64]
55539,"[55, 86, 0]",[141]
55540,"[3, 69, 2]",[207]
55541,"[19, 7, 0]",[26]
55542,"[92, 24, 0]",[116]
55543,"[9, 2, 0]",[11]
55544,"[27, 47, 0]",[74]
55545,"[75, 31, 0]",[106]
55546,"[99, 7, 1]",[92]
55547,"[25, 28, 2]",[700]
55548,"[70, 69, 0]",[139]
55549,"[30, 84, 0]",[114]
55550,"[76, 66, 0]",[142]
55551,"[29, 55, 3]",[0.5272727272727272]
55552,"[4, 5, 2]",[20]
55553,"[96, 6, 0]",[102]
55554,"[46, 38, 2]",[1748]
55555,"[16, 58, 3]",[0.27586206896551724]
55556,"[15, 2, 1]",[13]
55557,"[15, 8, 2]",[120]
55558,"[89, 90, 2]",[8010]
55559,"[70, 12, 2]",[840]
55560,"[94, 89, 2]",[8366]
55561,"[10, 49, 1]",[-39]
55562,"[19, 16, 3]",[1.1875]
55563,"[23, 96, 3]",[0.23958333333333334]
55564,"[37, 4, 3]",[9.25]
55565,"[38, 81, 0]",[119]
55566,"[37, 85, 2]",[3145]
55567,"[61, 72, 3]",[0.8472222222222222]
55568,"[8, 31, 1]",[-23]
55569,"[27, 42, 3]",[0.6428571428571429]
55570,"[74, 95, 2]",[7030]
55571,"[39, 71, 3]",[0.5492957746478874]
55572,"[63, 46, 1]",[17]
55573,"[96, 57, 3]",[1.6842105263157894]
55574,"[93, 65, 3]",[1.4307692307692308]
55575,"[17, 15, 3]",[1.1333333333333333]
55576,"[73, 0, 3]",[0]
55577,"[70, 84, 0]",[154]
55578,"[96, 47, 3]",[2.0425531914893615]
55579,"[14, 45, 2]",[630]
55580,"[53, 33, 1]",[20]
55581,"[2, 86, 2]",[172]
55582,"[96, 97, 2]",[9312]
55583,"[96, 89, 2]",[8544]
55584,"[93, 30, 0]",[123]
55585,"[95, 23, 3]",[4.130434782608695]
55586,"[93, 5, 2]",[465]
55587,"[6, 8, 1]",[-2]
55588,"[68, 80, 3]",[0.85]
55589,"[63, 34, 2]",[2142]
55590,"[61, 23, 2]",[1403]
55591,"[99, 78, 1]",[21]
55592,"[76, 5, 0]",[81]
55593,"[66, 46, 0]",[112]
55594,"[59, 85, 2]",[5015]
55595,"[75, 66, 1]",[9]
55596,"[26, 84, 3]",[0.30952380952380953]
55597,"[63, 42, 3]",[1.5]
55598,"[92, 26, 2]",[2392]
55599,"[35, 90, 3]",[0.3888888888888889]
55600,"[93, 38, 0]",[131]
55601,"[78, 44, 0]",[122]
55602,"[72, 25, 1]",[47]
55603,"[58, 53, 1]",[5]
55604,"[17, 4, 1]",[13]
55605,"[40, 66, 0]",[106]
55606,"[69, 86, 1]",[-17]
55607,"[48, 95, 1]",[-47]
55608,"[6, 71, 2]",[426]
55609,"[80, 91, 2]",[7280]
55610,"[7, 4, 1]",[3]
55611,"[63, 89, 0]",[152]
55612,"[11, 36, 3]",[0.3055555555555556]
55613,"[56, 59, 3]",[0.9491525423728814]
55614,"[54, 33, 0]",[87]
55615,"[87, 19, 0]",[106]
55616,"[30, 82, 1]",[-52]
55617,"[52, 12, 0]",[64]
55618,"[8, 58, 1]",[-50]
55619,"[13, 58, 3]",[0.22413793103448276]
55620,"[34, 25, 2]",[850]
55621,"[97, 8, 0]",[105]
55622,"[93, 70, 1]",[23]
55623,"[58, 96, 2]",[5568]
55624,"[9, 74, 0]",[83]
55625,"[42, 5, 3]",[8.4]
55626,"[4, 70, 1]",[-66]
55627,"[43, 15, 1]",[28]
55628,"[25, 84, 0]",[109]
55629,"[23, 48, 1]",[-25]
55630,"[98, 24, 2]",[2352]
55631,"[86, 19, 2]",[1634]
55632,"[22, 7, 0]",[29]
55633,"[79, 83, 1]",[-4]
55634,"[31, 49, 0]",[80]
55635,"[44, 59, 2]",[2596]
55636,"[42, 46, 2]",[1932]
55637,"[58, 70, 2]",[4060]
55638,"[66, 29, 1]",[37]
55639,"[7, 36, 0]",[43]
55640,"[89, 72, 3]",[1.2361111111111112]
55641,"[5, 0, 3]",[0]
55642,"[58, 89, 0]",[147]
55643,"[42, 33, 0]",[75]
55644,"[63, 21, 2]",[1323]
55645,"[100, 49, 2]",[4900]
55646,"[16, 99, 2]",[1584]
55647,"[59, 73, 3]",[0.8082191780821918]
55648,"[50, 50, 1]",[0]
55649,"[18, 38, 1]",[-20]
55650,"[58, 18, 3]",[3.2222222222222223]
55651,"[24, 3, 2]",[72]
55652,"[64, 72, 1]",[-8]
55653,"[23, 12, 0]",[35]
55654,"[60, 74, 1]",[-14]
55655,"[100, 57, 3]",[1.7543859649122806]
55656,"[63, 95, 3]",[0.6631578947368421]
55657,"[84, 92, 3]",[0.9130434782608695]
55658,"[97, 29, 3]",[3.3448275862068964]
55659,"[23, 35, 2]",[805]
55660,"[27, 87, 3]",[0.3103448275862069]
55661,"[52, 1, 2]",[52]
55662,"[2, 98, 2]",[196]
55663,"[34, 27, 3]",[1.2592592592592593]
55664,"[45, 21, 2]",[945]
55665,"[64, 53, 0]",[117]
55666,"[45, 24, 0]",[69]
55667,"[90, 22, 1]",[68]
55668,"[9, 79, 1]",[-70]
55669,"[4, 48, 1]",[-44]
55670,"[25, 78, 1]",[-53]
55671,"[32, 46, 3]",[0.6956521739130435]
55672,"[81, 45, 3]",[1.8]
55673,"[63, 5, 3]",[12.6]
55674,"[33, 63, 0]",[96]
55675,"[47, 31, 3]",[1.5161290322580645]
55676,"[13, 36, 3]",[0.3611111111111111]
55677,"[41, 90, 2]",[3690]
55678,"[75, 44, 0]",[119]
55679,"[81, 18, 1]",[63]
55680,"[36, 2, 2]",[72]
55681,"[59, 91, 3]",[0.6483516483516484]
55682,"[91, 23, 2]",[2093]
55683,"[88, 82, 0]",[170]
55684,"[81, 15, 2]",[1215]
55685,"[15, 57, 1]",[-42]
55686,"[74, 94, 1]",[-20]
55687,"[38, 2, 2]",[76]
55688,"[0, 25, 1]",[-25]
55689,"[23, 45, 3]",[0.5111111111111111]
55690,"[17, 95, 1]",[-78]
55691,"[76, 23, 1]",[53]
55692,"[83, 39, 0]",[122]
55693,"[90, 6, 2]",[540]
55694,"[43, 36, 0]",[79]
55695,"[27, 71, 1]",[-44]
55696,"[26, 26, 0]",[52]
55697,"[16, 27, 2]",[432]
55698,"[45, 23, 2]",[1035]
55699,"[79, 88, 0]",[167]
55700,"[86, 65, 3]",[1.323076923076923]
55701,"[43, 77, 2]",[3311]
55702,"[29, 9, 0]",[38]
55703,"[44, 26, 0]",[70]
55704,"[53, 16, 2]",[848]
55705,"[87, 66, 1]",[21]
55706,"[12, 68, 3]",[0.17647058823529413]
55707,"[87, 12, 3]",[7.25]
55708,"[29, 90, 2]",[2610]
55709,"[38, 71, 3]",[0.5352112676056338]
55710,"[20, 67, 0]",[87]
55711,"[63, 26, 1]",[37]
55712,"[27, 29, 1]",[-2]
55713,"[10, 60, 1]",[-50]
55714,"[19, 56, 0]",[75]
55715,"[29, 30, 1]",[-1]
55716,"[21, 92, 0]",[113]
55717,"[91, 13, 3]",[7.0]
55718,"[99, 32, 3]",[3.09375]
55719,"[100, 31, 2]",[3100]
55720,"[3, 77, 2]",[231]
55721,"[73, 17, 2]",[1241]
55722,"[0, 4, 1]",[-4]
55723,"[23, 69, 1]",[-46]
55724,"[7, 37, 2]",[259]
55725,"[12, 82, 2]",[984]
55726,"[24, 63, 0]",[87]
55727,"[72, 52, 3]",[1.3846153846153846]
55728,"[80, 62, 1]",[18]
55729,"[57, 11, 1]",[46]
55730,"[78, 47, 3]",[1.6595744680851063]
55731,"[14, 48, 0]",[62]
55732,"[22, 13, 0]",[35]
55733,"[80, 8, 2]",[640]
55734,"[17, 55, 1]",[-38]
55735,"[13, 55, 1]",[-42]
55736,"[5, 14, 2]",[70]
55737,"[87, 64, 3]",[1.359375]
55738,"[22, 34, 2]",[748]
55739,"[2, 18, 1]",[-16]
55740,"[0, 96, 1]",[-96]
55741,"[7, 69, 0]",[76]
55742,"[80, 26, 0]",[106]
55743,"[28, 60, 0]",[88]
55744,"[82, 62, 1]",[20]
55745,"[51, 45, 2]",[2295]
55746,"[80, 98, 3]",[0.8163265306122449]
55747,"[81, 56, 0]",[137]
55748,"[43, 47, 2]",[2021]
55749,"[74, 32, 3]",[2.3125]
55750,"[79, 10, 1]",[69]
55751,"[8, 78, 3]",[0.10256410256410256]
55752,"[32, 54, 1]",[-22]
55753,"[42, 16, 2]",[672]
55754,"[80, 19, 0]",[99]
55755,"[16, 63, 1]",[-47]
55756,"[74, 97, 0]",[171]
55757,"[52, 20, 1]",[32]
55758,"[61, 55, 0]",[116]
55759,"[19, 8, 3]",[2.375]
55760,"[35, 89, 2]",[3115]
55761,"[88, 58, 2]",[5104]
55762,"[68, 21, 3]",[3.238095238095238]
55763,"[68, 40, 0]",[108]
55764,"[35, 67, 3]",[0.5223880597014925]
55765,"[100, 19, 0]",[119]
55766,"[22, 98, 3]",[0.22448979591836735]
55767,"[42, 42, 3]",[1.0]
55768,"[19, 44, 0]",[63]
55769,"[41, 81, 2]",[3321]
55770,"[30, 2, 3]",[15.0]
55771,"[86, 79, 1]",[7]
55772,"[93, 75, 1]",[18]
55773,"[65, 84, 3]",[0.7738095238095238]
55774,"[90, 77, 2]",[6930]
55775,"[89, 85, 2]",[7565]
55776,"[66, 54, 3]",[1.2222222222222223]
55777,"[67, 78, 3]",[0.8589743589743589]
55778,"[71, 81, 1]",[-10]
55779,"[88, 45, 1]",[43]
55780,"[11, 43, 1]",[-32]
55781,"[35, 86, 3]",[0.4069767441860465]
55782,"[59, 1, 3]",[59.0]
55783,"[76, 91, 2]",[6916]
55784,"[98, 94, 0]",[192]
55785,"[38, 38, 1]",[0]
55786,"[52, 88, 2]",[4576]
55787,"[42, 15, 3]",[2.8]
55788,"[85, 19, 2]",[1615]
55789,"[48, 87, 1]",[-39]
55790,"[24, 60, 0]",[84]
55791,"[49, 90, 3]",[0.5444444444444444]
55792,"[32, 7, 1]",[25]
55793,"[51, 10, 0]",[61]
55794,"[12, 24, 2]",[288]
55795,"[82, 54, 0]",[136]
55796,"[90, 58, 1]",[32]
55797,"[52, 84, 0]",[136]
55798,"[91, 22, 2]",[2002]
55799,"[85, 59, 3]",[1.4406779661016949]
55800,"[40, 14, 0]",[54]
55801,"[3, 92, 0]",[95]
55802,"[74, 10, 2]",[740]
55803,"[13, 89, 3]",[0.14606741573033707]
55804,"[34, 38, 3]",[0.8947368421052632]
55805,"[88, 54, 3]",[1.6296296296296295]
55806,"[96, 58, 1]",[38]
55807,"[3, 8, 1]",[-5]
55808,"[87, 98, 1]",[-11]
55809,"[99, 81, 1]",[18]
55810,"[46, 88, 2]",[4048]
55811,"[75, 1, 2]",[75]
55812,"[81, 5, 1]",[76]
55813,"[18, 33, 1]",[-15]
55814,"[42, 49, 2]",[2058]
55815,"[25, 87, 1]",[-62]
55816,"[86, 59, 0]",[145]
55817,"[24, 81, 3]",[0.2962962962962963]
55818,"[13, 68, 3]",[0.19117647058823528]
55819,"[85, 62, 2]",[5270]
55820,"[15, 65, 3]",[0.23076923076923078]
55821,"[48, 34, 3]",[1.411764705882353]
55822,"[64, 79, 1]",[-15]
55823,"[94, 42, 3]",[2.238095238095238]
55824,"[28, 89, 2]",[2492]
55825,"[45, 13, 0]",[58]
55826,"[44, 16, 3]",[2.75]
55827,"[48, 69, 1]",[-21]
55828,"[10, 38, 0]",[48]
55829,"[42, 50, 1]",[-8]
55830,"[96, 91, 2]",[8736]
55831,"[57, 55, 0]",[112]
55832,"[66, 20, 1]",[46]
55833,"[84, 49, 0]",[133]
55834,"[73, 44, 2]",[3212]
55835,"[67, 84, 3]",[0.7976190476190477]
55836,"[98, 48, 1]",[50]
55837,"[14, 75, 1]",[-61]
55838,"[2, 18, 0]",[20]
55839,"[47, 20, 0]",[67]
55840,"[24, 47, 3]",[0.5106382978723404]
55841,"[22, 29, 2]",[638]
55842,"[68, 88, 0]",[156]
55843,"[72, 76, 1]",[-4]
55844,"[18, 77, 1]",[-59]
55845,"[23, 75, 1]",[-52]
55846,"[29, 10, 2]",[290]
55847,"[97, 97, 3]",[1.0]
55848,"[34, 42, 1]",[-8]
55849,"[97, 60, 2]",[5820]
55850,"[14, 72, 3]",[0.19444444444444445]
55851,"[79, 53, 2]",[4187]
55852,"[3, 61, 1]",[-58]
55853,"[13, 98, 1]",[-85]
55854,"[77, 8, 0]",[85]
55855,"[0, 6, 0]",[6]
55856,"[57, 49, 1]",[8]
55857,"[36, 40, 2]",[1440]
55858,"[12, 93, 1]",[-81]
55859,"[30, 47, 1]",[-17]
55860,"[87, 52, 0]",[139]
55861,"[90, 43, 1]",[47]
55862,"[47, 84, 3]",[0.5595238095238095]
55863,"[71, 49, 3]",[1.4489795918367347]
55864,"[29, 87, 3]",[0.3333333333333333]
55865,"[41, 62, 1]",[-21]
55866,"[24, 41, 3]",[0.5853658536585366]
55867,"[35, 59, 3]",[0.5932203389830508]
55868,"[48, 97, 3]",[0.4948453608247423]
55869,"[20, 42, 2]",[840]
55870,"[18, 93, 1]",[-75]
55871,"[42, 64, 2]",[2688]
55872,"[36, 56, 0]",[92]
55873,"[24, 29, 1]",[-5]
55874,"[15, 28, 0]",[43]
55875,"[86, 38, 1]",[48]
55876,"[45, 59, 0]",[104]
55877,"[73, 60, 1]",[13]
55878,"[34, 96, 3]",[0.3541666666666667]
55879,"[75, 21, 2]",[1575]
55880,"[30, 61, 1]",[-31]
55881,"[73, 23, 2]",[1679]
55882,"[3, 42, 0]",[45]
55883,"[50, 13, 0]",[63]
55884,"[21, 35, 3]",[0.6]
55885,"[99, 5, 1]",[94]
55886,"[57, 89, 3]",[0.6404494382022472]
55887,"[32, 9, 0]",[41]
55888,"[84, 38, 1]",[46]
55889,"[34, 55, 1]",[-21]
55890,"[56, 17, 2]",[952]
55891,"[13, 23, 3]",[0.5652173913043478]
55892,"[33, 70, 1]",[-37]
55893,"[96, 43, 2]",[4128]
55894,"[72, 68, 1]",[4]
55895,"[61, 23, 0]",[84]
55896,"[94, 93, 2]",[8742]
55897,"[10, 23, 3]",[0.43478260869565216]
55898,"[99, 36, 2]",[3564]
55899,"[7, 20, 0]",[27]
55900,"[45, 55, 1]",[-10]
55901,"[38, 61, 0]",[99]
55902,"[8, 95, 1]",[-87]
55903,"[58, 20, 1]",[38]
55904,"[19, 19, 0]",[38]
55905,"[1, 42, 1]",[-41]
55906,"[79, 6, 0]",[85]
55907,"[95, 16, 3]",[5.9375]
55908,"[12, 75, 0]",[87]
55909,"[66, 4, 0]",[70]
55910,"[11, 49, 3]",[0.22448979591836735]
55911,"[34, 56, 1]",[-22]
55912,"[35, 18, 0]",[53]
55913,"[72, 99, 0]",[171]
55914,"[25, 46, 1]",[-21]
55915,"[10, 36, 2]",[360]
55916,"[88, 32, 1]",[56]
55917,"[34, 26, 3]",[1.3076923076923077]
55918,"[48, 57, 3]",[0.8421052631578947]
55919,"[53, 27, 0]",[80]
55920,"[44, 43, 1]",[1]
55921,"[13, 21, 1]",[-8]
55922,"[10, 75, 2]",[750]
55923,"[97, 23, 0]",[120]
55924,"[36, 49, 1]",[-13]
55925,"[82, 16, 0]",[98]
55926,"[86, 75, 2]",[6450]
55927,"[92, 15, 2]",[1380]
55928,"[59, 69, 1]",[-10]
